Age,Height,FCVC,NCP,CH2O,FAF,TUE,family_history_with_overweight,FAVC,CAEC,SMOKE,SCC,CALC,MTRANS,NObeyesdad
29.0,1.53,2.0,1.0,2.0,0.0,0.0,0,1,Sometimes,0,0,no,other_vehicles,1.0
24.449655,1.635062,3.0,3.0,2.578038,0.165422,0.463196,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
25.992898,1.638075,3.0,3.0,2.419153,0.019404,0.597626,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
17.971786,1.754441,2.765769,3.0,2.845134,1.0,0.42683,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
26.787842,1.817641,2.971588,2.743277,1.394883,2.0,0.470243,0,1,Sometimes,0,0,no,other_vehicles,0.0
21.455463,1.611,1.977298,3.554974,2.217957,0.97812,0.459759,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.743587,1.789143,3.0,3.0,2.83377,0.806422,0.672513,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
29.246269,1.758038,2.323003,3.0,2.155558,0.0,1.251554,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
24.131424599999995,1.7838664000000002,2.3253174,1.005391,2.001936,1.0,0.6465879999999999,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
38.825189,1.780846,2.901924,1.124977,2.76382,0.8554,0.999183,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
21.0,1.52,3.0,1.0,1.0,0.0,0.0,0,0,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
24.320154,1.577921,2.03414,2.741413,1.996384,1.276552,1.019452,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
19.149706,1.699818,1.096455,2.491315,2.450069,0.0,0.726118,1,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.0,1.85,2.0,1.0,3.0,1.0,0.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
19.349258,1.52337,2.913486,1.060796,1.596212,0.108948,0.773087,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
26.490926,1.872517,2.443538,3.0,2.939492,1.208142,0.738935,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.88061,1.80416,2.0,3.0,3.0,2.2405,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
20.3756,1.787195,3.0,3.0,2.304716,0.82666,0.914492,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.832995,1.580964,2.021446,3.0,1.077917,0.523847,0.808599,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
37.638102,1.750085,2.073224,3.0,2.024035,0.131371,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
18.947102,1.518917,2.838037,2.737571,1.144467,0.753782,1.286844,0,1,Sometimes,0,1,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
55.24625,1.769269,2.0,3.0,2.0,1.0,0.0,0,1,Sometimes,0,0,no,other_vehicles,0.0
38.748307,1.782067,2.845961,1.92822,2.642273,2.999918,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
27.0,1.880992,2.684528,1.0,1.05668,1.516147,0.084006,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
25.930376,1.608808,3.0,3.0,1.019684,0.026033,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.0,1.91,3.0,3.0,2.0,2.0,2.0,1,1,Frequently_Always,1,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.572114,1.751067,3.0,3.0,2.748569,1.427037,0.902825,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
25.15462,1.758398,1.108663,3.0,2.0,1.230219,0.001716,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
20.491475,1.975663,2.0,3.0,3.0,0.767013,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
19.0,1.53161,2.749268,1.394539,1.322048,0.463949,0.800993,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.82165,1.491441,2.0,1.477581,1.995035,0.324676,0.51743,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
18.0,1.759721,2.882522,3.0,2.452986,1.0,0.746651,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
18.0,1.70165,1.757466,3.0,1.153559,0.833976,1.3205111999999999,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
19.478533,1.804099,2.459976,3.30846,2.078011,1.779646,0.871772,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
19.0,1.564199,3.0,1.894384,2.456581,1.596576,0.9974,0,1,Sometimes,0,1,no,Public_Transport_Walking,0.0
39.12631,1.562889,2.0,3.0,1.440526,0.0,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
24.001685,1.606066,3.0,1.418833,1.0,1.19102,1.384186,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
16.0,1.82,2.0,3.0,2.0,2.0,1.0,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
21.67315,1.5,2.0,1.474836,2.0,0.274838,0.613902,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
19.223259,1.706082,1.961347,3.0,2.0,1.655488,1.0,1,0,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
22.142432,1.59611,3.0,2.581015,2.654702,0.902095,0.0,0,0,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
28.712995,1.665585,2.95801,2.834253,1.0,1.999886,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
23.451595,1.670227,1.4,3.0,2.0,0.129163,1.983678,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
41.0,1.75,2.0,1.0,1.0,1.0,0.0,1,0,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
21.0,1.62,2.0,1.0,3.0,1.0,0.0,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
24.417552,1.774775,2.23372,2.993634,2.028368,0.863158,0.449886,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
21.125098,1.767479,2.371338,3.998766,2.263466,2.0,0.844004,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
38.378056,1.67805,2.444599,3.0,1.029798,0.0,0.0,1,1,Sometimes,0,0,no,other_vehicles,0.0
20.954955,1.759358,2.971574,3.592415,2.894678,2.0,1.009632,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
23.426036,1.739991,3.0,3.0,2.837797,1.343875,0.803156,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
23.0,1.61082,2.09663,2.879541,2.432967,1.887012,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
26.015448,1.829907,3.0,3.0,2.224914,1.781589,1.59405,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.791174,2.0,1.08687,2.279124,1.0,1.609773,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.177099,1.741353,2.0,3.0,2.697661,2.614909,1.229474,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
23.367212,1.853223,2.0,1.097312,1.328835,1.264257,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
22.596576,1.650052,2.87599,1.2919,2.777712,0.432813,1.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
35.194089,1.673482,3.0,2.809716,1.591425,0.178023,0.0,1,0,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
23.0,1.64,3.0,1.0,2.0,2.0,2.0,0,1,Sometimes,0,0,no,Public_Transport_Walking,0.0
22.89974,1.661715,1.203754,1.355354,2.765593,0.128342,1.659476,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
33.0,1.83,2.0,1.0,2.0,1.0,2.0,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
21.008297,1.723587,3.0,3.0,1.683448,1.645532,0.858059,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.744914,1.801983,3.0,3.0,2.691591,1.168368,0.735372,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
16.0,1.66,2.0,1.0,1.0,0.0,1.0,0,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
25.380557,1.630379,2.690754,3.03779,2.212296,1.616882,0.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
21.344018,1.746516,3.0,2.7880604,2.055145,1.5347368000000001,0.723366,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
37.0,1.5,2.0,3.0,1.0,0.0,0.0,1,1,Frequently_Always,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
23.0,1.75,3.0,3.0,2.0,2.0,1.0,0,0,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
21.0,1.52,3.0,1.0,1.0,0.0,0.0,0,1,Frequently_Always,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
16.613108,1.777929,2.911877,3.098399,2.196405,2.328147,1.55011,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
19.035557,1.682594,3.0,3.0,1.441289,1.425712,0.662277,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
26.0,1.627567,3.0,3.0,2.687378,0.0,0.410651,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
34.044229,1.665807,2.976975,1.346987,1.868349,0.702538,0.879333,1,1,Sometimes,0,0,no,other_vehicles,0.0
17.377131,1.811238,2.483979,3.762778,2.0,2.0,0.930051,1,1,Sometimes,0,0,no,other_vehicles,0.0
21.291969,1.8002,3.0,3.0,2.351193,1.051889,0.686491,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
30.403205,1.696365,2.79166,2.13229,1.254589,0.652736,1.040713,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.0,1.68,2.0,3.0,2.0,0.0,2.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
26.032416,1.824432,3.0,3.0,2.110611,1.890907,1.58483,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
20.871667,1.782453,3.0,3.0,2.748909,1.989171,0.832515,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
16.834813,1.74402,2.19005,3.420618,1.356405,1.351996,0.98468,0,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
31.743821,1.67782,2.826036,2.371658,1.0,1.996487,0.0,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
38.10894,1.752863,2.499388,2.989791,1.959777,0.6081,0.64676,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
31.627962,1.762389,2.998441,3.0,2.462916,0.554646,1.99219,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,1.0
18.367481,1.745644,3.0,3.0,2.900857,1.508897,0.625371,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
27.266287,1.828276,2.637202,3.0,2.966647,1.159598,0.758897,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.6930045999999996,2.0,3.0,1.051735,1.2768716000000002,0.7846687999999999,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.832105,1.86714,2.826251,2.604998,1.842173,1.284798,0.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
28.830558,1.7,3.0,3.0,1.699971,1.727114,1.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,other_vehicles,0.0
18.729566,1.855433,2.0,2.427137,2.574073,1.0,2.0,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
27.991467,1.82559,3.0,3.0,3.0,0.691369,1.415536,1,1,Sometimes,0,0,Sometimes_Frequently_Always,Public_Transport_Walking,1.0
18.0,1.59,2.0,1.0,1.0,0.0,2.0,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
20.0,1.65,2.0,3.0,2.0,1.0,2.0,1,0,Sometimes,0,0,no,Public_Transport_Walking,0.0
17.70368,1.883364,3.0,3.626815,2.0,2.011519,0.456462,1,1,Sometimes,0,0,no,other_vehicles,0.0
17.6739,1.738465,2.0,3.0,2.0,0.0,0.233314,1,1,Sometimes,0,0,no,Public_Transport_Walking,1.0
22.377998,1.699568,3.0,3.0,2.0,0.139808,0.875464,1,1,Frequently_Always,0,0,no,Public_Transport_Walking,0.0
17.08525,1.535618,1.972545,2.339614,1.711074,0.095517,1.191053,0,1,Sometimes,0,1,Sometimes_Frequently_Always,Public_Transport_Walking,0.0
